image_name,category,warped_filename
Normal-2194,Normal,Normal-2194_warped.png
Normal-5756,Normal,Normal-5756_warped.png
Normal-9995,Normal,Normal-9995_warped.png
COVID-3051,COVID,COVID-3051_warped.png
Normal-8509,Normal,Normal-8509_warped.png
Normal-8453,Normal,Normal-8453_warped.png
COVID-1486,COVID,COVID-1486_warped.png
Normal-761,Normal,Normal-761_warped.png
COVID-1680,COVID,COVID-1680_warped.png
COVID-3070,COVID,COVID-3070_warped.png
Normal-2600,Normal,Normal-2600_warped.png
Normal-6353,Normal,Normal-6353_warped.png
COVID-464,COVID,COVID-464_warped.png
Viral Pneumonia-1342,Viral_Pneumonia,Viral Pneumonia-1342_warped.png
Normal-3715,Normal,Normal-3715_warped.png
Viral Pneumonia-86,Viral_Pneumonia,Viral Pneumonia-86_warped.png
Normal-5585,Normal,Normal-5585_warped.png
Normal-3385,Normal,Normal-3385_warped.png
Normal-6974,Normal,Normal-6974_warped.png
Normal-7243,Normal,Normal-7243_warped.png
Viral Pneumonia-1004,Viral_Pneumonia,Viral Pneumonia-1004_warped.png
Normal-931,Normal,Normal-931_warped.png
Normal-4026,Normal,Normal-4026_warped.png
Normal-1874,Normal,Normal-1874_warped.png
Normal-3485,Normal,Normal-3485_warped.png
Normal-3375,Normal,Normal-3375_warped.png
COVID-1490,COVID,COVID-1490_warped.png
COVID-1578,COVID,COVID-1578_warped.png
Normal-1355,Normal,Normal-1355_warped.png
Normal-7902,Normal,Normal-7902_warped.png
Normal-2554,Normal,Normal-2554_warped.png
Normal-6087,Normal,Normal-6087_warped.png
Normal-3775,Normal,Normal-3775_warped.png
Normal-1783,Normal,Normal-1783_warped.png
Normal-3527,Normal,Normal-3527_warped.png
COVID-2530,COVID,COVID-2530_warped.png
Normal-6734,Normal,Normal-6734_warped.png
COVID-2104,COVID,COVID-2104_warped.png
Normal-8926,Normal,Normal-8926_warped.png
Normal-1517,Normal,Normal-1517_warped.png
COVID-2918,COVID,COVID-2918_warped.png
COVID-2396,COVID,COVID-2396_warped.png
Viral Pneumonia-163,Viral_Pneumonia,Viral Pneumonia-163_warped.png
Normal-4500,Normal,Normal-4500_warped.png
Normal-5916,Normal,Normal-5916_warped.png
Normal-2356,Normal,Normal-2356_warped.png
Normal-9947,Normal,Normal-9947_warped.png
COVID-3285,COVID,COVID-3285_warped.png
Normal-1725,Normal,Normal-1725_warped.png
Normal-4844,Normal,Normal-4844_warped.png
Viral Pneumonia-586,Viral_Pneumonia,Viral Pneumonia-586_warped.png
Normal-6893,Normal,Normal-6893_warped.png
COVID-1394,COVID,COVID-1394_warped.png
Viral Pneumonia-1179,Viral_Pneumonia,Viral Pneumonia-1179_warped.png
Normal-970,Normal,Normal-970_warped.png
Normal-1080,Normal,Normal-1080_warped.png
COVID-3555,COVID,COVID-3555_warped.png
Normal-10103,Normal,Normal-10103_warped.png
Normal-8063,Normal,Normal-8063_warped.png
COVID-301,COVID,COVID-301_warped.png
Normal-2077,Normal,Normal-2077_warped.png
Normal-1457,Normal,Normal-1457_warped.png
Normal-6092,Normal,Normal-6092_warped.png
COVID-352,COVID,COVID-352_warped.png
Viral Pneumonia-506,Viral_Pneumonia,Viral Pneumonia-506_warped.png
Normal-10169,Normal,Normal-10169_warped.png
Normal-7548,Normal,Normal-7548_warped.png
Normal-8065,Normal,Normal-8065_warped.png
COVID-1719,COVID,COVID-1719_warped.png
Normal-5456,Normal,Normal-5456_warped.png
COVID-859,COVID,COVID-859_warped.png
Normal-3288,Normal,Normal-3288_warped.png
COVID-3244,COVID,COVID-3244_warped.png
COVID-123,COVID,COVID-123_warped.png
Viral Pneumonia-380,Viral_Pneumonia,Viral Pneumonia-380_warped.png
Normal-7006,Normal,Normal-7006_warped.png
Normal-666,Normal,Normal-666_warped.png
COVID-1531,COVID,COVID-1531_warped.png
Normal-5494,Normal,Normal-5494_warped.png
Viral Pneumonia-994,Viral_Pneumonia,Viral Pneumonia-994_warped.png
Normal-6971,Normal,Normal-6971_warped.png
COVID-457,COVID,COVID-457_warped.png
Normal-891,Normal,Normal-891_warped.png
COVID-536,COVID,COVID-536_warped.png
COVID-22,COVID,COVID-22_warped.png
Normal-9821,Normal,Normal-9821_warped.png
Normal-10008,Normal,Normal-10008_warped.png
Normal-8441,Normal,Normal-8441_warped.png
Normal-496,Normal,Normal-496_warped.png
COVID-777,COVID,COVID-777_warped.png
COVID-2552,COVID,COVID-2552_warped.png
COVID-1208,COVID,COVID-1208_warped.png
Normal-5786,Normal,Normal-5786_warped.png
Normal-6821,Normal,Normal-6821_warped.png
Normal-5711,Normal,Normal-5711_warped.png
Normal-4797,Normal,Normal-4797_warped.png
Normal-7112,Normal,Normal-7112_warped.png
Normal-4087,Normal,Normal-4087_warped.png
Normal-754,Normal,Normal-754_warped.png
Normal-6440,Normal,Normal-6440_warped.png
Normal-8059,Normal,Normal-8059_warped.png
Normal-141,Normal,Normal-141_warped.png
Normal-7056,Normal,Normal-7056_warped.png
Normal-5734,Normal,Normal-5734_warped.png
Normal-6823,Normal,Normal-6823_warped.png
Normal-5469,Normal,Normal-5469_warped.png
COVID-2028,COVID,COVID-2028_warped.png
Normal-8104,Normal,Normal-8104_warped.png
Normal-8378,Normal,Normal-8378_warped.png
COVID-1070,COVID,COVID-1070_warped.png
Normal-1188,Normal,Normal-1188_warped.png
Normal-5949,Normal,Normal-5949_warped.png
Normal-9792,Normal,Normal-9792_warped.png
Normal-10082,Normal,Normal-10082_warped.png
COVID-46,COVID,COVID-46_warped.png
Normal-4365,Normal,Normal-4365_warped.png
Normal-1322,Normal,Normal-1322_warped.png
Normal-9979,Normal,Normal-9979_warped.png
Normal-7934,Normal,Normal-7934_warped.png
Normal-9755,Normal,Normal-9755_warped.png
Normal-8643,Normal,Normal-8643_warped.png
Normal-4862,Normal,Normal-4862_warped.png
Normal-3025,Normal,Normal-3025_warped.png
Normal-8526,Normal,Normal-8526_warped.png
Normal-6547,Normal,Normal-6547_warped.png
COVID-2000,COVID,COVID-2000_warped.png
Normal-8899,Normal,Normal-8899_warped.png
Normal-9191,Normal,Normal-9191_warped.png
COVID-1165,COVID,COVID-1165_warped.png
COVID-776,COVID,COVID-776_warped.png
COVID-2984,COVID,COVID-2984_warped.png
Normal-8668,Normal,Normal-8668_warped.png
Normal-3733,Normal,Normal-3733_warped.png
Normal-7928,Normal,Normal-7928_warped.png
Normal-600,Normal,Normal-600_warped.png
COVID-1794,COVID,COVID-1794_warped.png
Viral Pneumonia-1065,Viral_Pneumonia,Viral Pneumonia-1065_warped.png
Normal-1200,Normal,Normal-1200_warped.png
Normal-8770,Normal,Normal-8770_warped.png
Viral Pneumonia-513,Viral_Pneumonia,Viral Pneumonia-513_warped.png
Normal-2386,Normal,Normal-2386_warped.png
Normal-2025,Normal,Normal-2025_warped.png
Normal-1774,Normal,Normal-1774_warped.png
COVID-1859,COVID,COVID-1859_warped.png
COVID-2308,COVID,COVID-2308_warped.png
Normal-1618,Normal,Normal-1618_warped.png
Normal-1044,Normal,Normal-1044_warped.png
Normal-4501,Normal,Normal-4501_warped.png
Normal-8613,Normal,Normal-8613_warped.png
Normal-9011,Normal,Normal-9011_warped.png
Viral Pneumonia-631,Viral_Pneumonia,Viral Pneumonia-631_warped.png
Normal-9651,Normal,Normal-9651_warped.png
Normal-1471,Normal,Normal-1471_warped.png
COVID-2474,COVID,COVID-2474_warped.png
COVID-3173,COVID,COVID-3173_warped.png
Normal-4972,Normal,Normal-4972_warped.png
COVID-3511,COVID,COVID-3511_warped.png
COVID-2792,COVID,COVID-2792_warped.png
COVID-3332,COVID,COVID-3332_warped.png
COVID-1317,COVID,COVID-1317_warped.png
COVID-3226,COVID,COVID-3226_warped.png
Normal-6648,Normal,Normal-6648_warped.png
Normal-8373,Normal,Normal-8373_warped.png
Viral Pneumonia-716,Viral_Pneumonia,Viral Pneumonia-716_warped.png
Normal-2317,Normal,Normal-2317_warped.png
Normal-3860,Normal,Normal-3860_warped.png
Normal-8990,Normal,Normal-8990_warped.png
Normal-2281,Normal,Normal-2281_warped.png
Normal-538,Normal,Normal-538_warped.png
Normal-1181,Normal,Normal-1181_warped.png
Normal-2795,Normal,Normal-2795_warped.png
Normal-2021,Normal,Normal-2021_warped.png
COVID-3278,COVID,COVID-3278_warped.png
Viral Pneumonia-177,Viral_Pneumonia,Viral Pneumonia-177_warped.png
Viral Pneumonia-201,Viral_Pneumonia,Viral Pneumonia-201_warped.png
Normal-7205,Normal,Normal-7205_warped.png
Normal-5966,Normal,Normal-5966_warped.png
Normal-8121,Normal,Normal-8121_warped.png
COVID-278,COVID,COVID-278_warped.png
Normal-1300,Normal,Normal-1300_warped.png
Normal-393,Normal,Normal-393_warped.png
Normal-3075,Normal,Normal-3075_warped.png
Normal-9437,Normal,Normal-9437_warped.png
COVID-1735,COVID,COVID-1735_warped.png
Normal-1738,Normal,Normal-1738_warped.png
Normal-2948,Normal,Normal-2948_warped.png
Normal-6941,Normal,Normal-6941_warped.png
Normal-5940,Normal,Normal-5940_warped.png
Normal-5664,Normal,Normal-5664_warped.png
Normal-1005,Normal,Normal-1005_warped.png
Normal-927,Normal,Normal-927_warped.png
Normal-4999,Normal,Normal-4999_warped.png
Normal-8293,Normal,Normal-8293_warped.png
COVID-39,COVID,COVID-39_warped.png
COVID-1895,COVID,COVID-1895_warped.png
Normal-4207,Normal,Normal-4207_warped.png
Normal-957,Normal,Normal-957_warped.png
COVID-2829,COVID,COVID-2829_warped.png
Normal-8689,Normal,Normal-8689_warped.png
COVID-3069,COVID,COVID-3069_warped.png
Viral Pneumonia-729,Viral_Pneumonia,Viral Pneumonia-729_warped.png
Normal-3696,Normal,Normal-3696_warped.png
Normal-6107,Normal,Normal-6107_warped.png
Normal-8921,Normal,Normal-8921_warped.png
Normal-1405,Normal,Normal-1405_warped.png
Normal-6571,Normal,Normal-6571_warped.png
COVID-2504,COVID,COVID-2504_warped.png
Viral Pneumonia-1074,Viral_Pneumonia,Viral Pneumonia-1074_warped.png
Viral Pneumonia-503,Viral_Pneumonia,Viral Pneumonia-503_warped.png
Normal-8289,Normal,Normal-8289_warped.png
Viral Pneumonia-865,Viral_Pneumonia,Viral Pneumonia-865_warped.png
Normal-6261,Normal,Normal-6261_warped.png
COVID-1603,COVID,COVID-1603_warped.png
COVID-2700,COVID,COVID-2700_warped.png
Normal-5273,Normal,Normal-5273_warped.png
Viral Pneumonia-638,Viral_Pneumonia,Viral Pneumonia-638_warped.png
Viral Pneumonia-542,Viral_Pneumonia,Viral Pneumonia-542_warped.png
Normal-2158,Normal,Normal-2158_warped.png
Normal-8462,Normal,Normal-8462_warped.png
Normal-9669,Normal,Normal-9669_warped.png
Normal-5687,Normal,Normal-5687_warped.png
Normal-8353,Normal,Normal-8353_warped.png
Normal-9695,Normal,Normal-9695_warped.png
Normal-6518,Normal,Normal-6518_warped.png
Viral Pneumonia-116,Viral_Pneumonia,Viral Pneumonia-116_warped.png
Normal-3129,Normal,Normal-3129_warped.png
Normal-3920,Normal,Normal-3920_warped.png
Normal-2019,Normal,Normal-2019_warped.png
Normal-10083,Normal,Normal-10083_warped.png
Normal-178,Normal,Normal-178_warped.png
Normal-6393,Normal,Normal-6393_warped.png
Normal-7105,Normal,Normal-7105_warped.png
COVID-923,COVID,COVID-923_warped.png
COVID-42,COVID,COVID-42_warped.png
COVID-2931,COVID,COVID-2931_warped.png
Normal-5047,Normal,Normal-5047_warped.png
COVID-1307,COVID,COVID-1307_warped.png
Normal-49,Normal,Normal-49_warped.png
Normal-2136,Normal,Normal-2136_warped.png
Normal-5973,Normal,Normal-5973_warped.png
Viral Pneumonia-1118,Viral_Pneumonia,Viral Pneumonia-1118_warped.png
Normal-2912,Normal,Normal-2912_warped.png
Normal-9357,Normal,Normal-9357_warped.png
Normal-5538,Normal,Normal-5538_warped.png
Normal-1244,Normal,Normal-1244_warped.png
Viral Pneumonia-1248,Viral_Pneumonia,Viral Pneumonia-1248_warped.png
Normal-85,Normal,Normal-85_warped.png
Normal-8754,Normal,Normal-8754_warped.png
Normal-4924,Normal,Normal-4924_warped.png
Normal-7121,Normal,Normal-7121_warped.png
COVID-394,COVID,COVID-394_warped.png
Normal-5041,Normal,Normal-5041_warped.png
Normal-458,Normal,Normal-458_warped.png
Normal-307,Normal,Normal-307_warped.png
Normal-9803,Normal,Normal-9803_warped.png
Viral Pneumonia-1024,Viral_Pneumonia,Viral Pneumonia-1024_warped.png
Normal-4071,Normal,Normal-4071_warped.png
Viral Pneumonia-39,Viral_Pneumonia,Viral Pneumonia-39_warped.png
Normal-4683,Normal,Normal-4683_warped.png
COVID-3338,COVID,COVID-3338_warped.png
Normal-4389,Normal,Normal-4389_warped.png
Normal-6728,Normal,Normal-6728_warped.png
Normal-5638,Normal,Normal-5638_warped.png
Normal-7459,Normal,Normal-7459_warped.png
Normal-4355,Normal,Normal-4355_warped.png
Normal-6584,Normal,Normal-6584_warped.png
Normal-211,Normal,Normal-211_warped.png
Normal-206,Normal,Normal-206_warped.png
Normal-6980,Normal,Normal-6980_warped.png
COVID-426,COVID,COVID-426_warped.png
Normal-9627,Normal,Normal-9627_warped.png
Normal-2120,Normal,Normal-2120_warped.png
Normal-7855,Normal,Normal-7855_warped.png
COVID-1600,COVID,COVID-1600_warped.png
COVID-844,COVID,COVID-844_warped.png
COVID-1739,COVID,COVID-1739_warped.png
Normal-9090,Normal,Normal-9090_warped.png
Normal-4256,Normal,Normal-4256_warped.png
COVID-803,COVID,COVID-803_warped.png
COVID-3505,COVID,COVID-3505_warped.png
COVID-2544,COVID,COVID-2544_warped.png
COVID-2557,COVID,COVID-2557_warped.png
COVID-1781,COVID,COVID-1781_warped.png
Normal-3403,Normal,Normal-3403_warped.png
COVID-450,COVID,COVID-450_warped.png
Normal-9340,Normal,Normal-9340_warped.png
Normal-9589,Normal,Normal-9589_warped.png
Normal-8822,Normal,Normal-8822_warped.png
Normal-580,Normal,Normal-580_warped.png
Normal-7045,Normal,Normal-7045_warped.png
COVID-1824,COVID,COVID-1824_warped.png
Viral Pneumonia-476,Viral_Pneumonia,Viral Pneumonia-476_warped.png
Normal-9382,Normal,Normal-9382_warped.png
Normal-2270,Normal,Normal-2270_warped.png
Normal-431,Normal,Normal-431_warped.png
COVID-2611,COVID,COVID-2611_warped.png
Normal-6508,Normal,Normal-6508_warped.png
Normal-8773,Normal,Normal-8773_warped.png
Normal-5607,Normal,Normal-5607_warped.png
Normal-9477,Normal,Normal-9477_warped.png
Normal-7339,Normal,Normal-7339_warped.png
Normal-6924,Normal,Normal-6924_warped.png
Normal-8047,Normal,Normal-8047_warped.png
Normal-7888,Normal,Normal-7888_warped.png
Normal-9807,Normal,Normal-9807_warped.png
COVID-187,COVID,COVID-187_warped.png
Normal-3283,Normal,Normal-3283_warped.png
Normal-3452,Normal,Normal-3452_warped.png
Normal-7933,Normal,Normal-7933_warped.png
Normal-6906,Normal,Normal-6906_warped.png
Normal-7321,Normal,Normal-7321_warped.png
COVID-59,COVID,COVID-59_warped.png
Normal-6526,Normal,Normal-6526_warped.png
Normal-1494,Normal,Normal-1494_warped.png
Normal-464,Normal,Normal-464_warped.png
Normal-7968,Normal,Normal-7968_warped.png
Normal-868,Normal,Normal-868_warped.png
Normal-5140,Normal,Normal-5140_warped.png
Viral Pneumonia-129,Viral_Pneumonia,Viral Pneumonia-129_warped.png
Normal-9509,Normal,Normal-9509_warped.png
Normal-3132,Normal,Normal-3132_warped.png
Normal-7763,Normal,Normal-7763_warped.png
Normal-5216,Normal,Normal-5216_warped.png
Normal-1223,Normal,Normal-1223_warped.png
Viral Pneumonia-1116,Viral_Pneumonia,Viral Pneumonia-1116_warped.png
COVID-2193,COVID,COVID-2193_warped.png
Normal-4721,Normal,Normal-4721_warped.png
Normal-9468,Normal,Normal-9468_warped.png
Viral Pneumonia-684,Viral_Pneumonia,Viral Pneumonia-684_warped.png
Normal-4120,Normal,Normal-4120_warped.png
COVID-3222,COVID,COVID-3222_warped.png
Normal-1731,Normal,Normal-1731_warped.png
Normal-5720,Normal,Normal-5720_warped.png
Normal-9001,Normal,Normal-9001_warped.png
Normal-4809,Normal,Normal-4809_warped.png
Normal-3987,Normal,Normal-3987_warped.png
Normal-9671,Normal,Normal-9671_warped.png
Normal-9492,Normal,Normal-9492_warped.png
Normal-6667,Normal,Normal-6667_warped.png
Normal-4619,Normal,Normal-4619_warped.png
Normal-6374,Normal,Normal-6374_warped.png
Viral Pneumonia-53,Viral_Pneumonia,Viral Pneumonia-53_warped.png
Normal-3406,Normal,Normal-3406_warped.png
Normal-6576,Normal,Normal-6576_warped.png
COVID-2965,COVID,COVID-2965_warped.png
Normal-1631,Normal,Normal-1631_warped.png
Normal-3198,Normal,Normal-3198_warped.png
Viral Pneumonia-575,Viral_Pneumonia,Viral Pneumonia-575_warped.png
Normal-3652,Normal,Normal-3652_warped.png
Normal-4119,Normal,Normal-4119_warped.png
Normal-9104,Normal,Normal-9104_warped.png
Normal-4197,Normal,Normal-4197_warped.png
Normal-8522,Normal,Normal-8522_warped.png
Normal-193,Normal,Normal-193_warped.png
Normal-9363,Normal,Normal-9363_warped.png
Normal-9945,Normal,Normal-9945_warped.png
Normal-4470,Normal,Normal-4470_warped.png
Normal-1098,Normal,Normal-1098_warped.png
Normal-8193,Normal,Normal-8193_warped.png
COVID-2426,COVID,COVID-2426_warped.png
COVID-1112,COVID,COVID-1112_warped.png
COVID-1068,COVID,COVID-1068_warped.png
Normal-4081,Normal,Normal-4081_warped.png
Normal-9135,Normal,Normal-9135_warped.png
Normal-7072,Normal,Normal-7072_warped.png
Normal-145,Normal,Normal-145_warped.png
COVID-3501,COVID,COVID-3501_warped.png
Normal-5317,Normal,Normal-5317_warped.png
COVID-2184,COVID,COVID-2184_warped.png
Normal-6977,Normal,Normal-6977_warped.png
Normal-8371,Normal,Normal-8371_warped.png
COVID-1655,COVID,COVID-1655_warped.png
Normal-1034,Normal,Normal-1034_warped.png
Normal-5123,Normal,Normal-5123_warped.png
Normal-7773,Normal,Normal-7773_warped.png
Normal-6854,Normal,Normal-6854_warped.png
COVID-610,COVID,COVID-610_warped.png
COVID-1996,COVID,COVID-1996_warped.png
Normal-8724,Normal,Normal-8724_warped.png
Normal-4669,Normal,Normal-4669_warped.png
Normal-7833,Normal,Normal-7833_warped.png
COVID-3011,COVID,COVID-3011_warped.png
Normal-269,Normal,Normal-269_warped.png
Normal-2713,Normal,Normal-2713_warped.png
COVID-392,COVID,COVID-392_warped.png
Normal-5073,Normal,Normal-5073_warped.png
COVID-3411,COVID,COVID-3411_warped.png
Normal-9009,Normal,Normal-9009_warped.png
Normal-8949,Normal,Normal-8949_warped.png
Normal-6239,Normal,Normal-6239_warped.png
Viral Pneumonia-8,Viral_Pneumonia,Viral Pneumonia-8_warped.png
COVID-2764,COVID,COVID-2764_warped.png
Normal-6044,Normal,Normal-6044_warped.png
Normal-4628,Normal,Normal-4628_warped.png
COVID-3003,COVID,COVID-3003_warped.png
Normal-5206,Normal,Normal-5206_warped.png
Normal-798,Normal,Normal-798_warped.png
Normal-8687,Normal,Normal-8687_warped.png
Normal-8680,Normal,Normal-8680_warped.png
Normal-2541,Normal,Normal-2541_warped.png
Normal-8216,Normal,Normal-8216_warped.png
Normal-386,Normal,Normal-386_warped.png
Normal-5851,Normal,Normal-5851_warped.png
Normal-2862,Normal,Normal-2862_warped.png
COVID-578,COVID,COVID-578_warped.png
Viral Pneumonia-645,Viral_Pneumonia,Viral Pneumonia-645_warped.png
COVID-2621,COVID,COVID-2621_warped.png
Viral Pneumonia-891,Viral_Pneumonia,Viral Pneumonia-891_warped.png
Normal-3261,Normal,Normal-3261_warped.png
Viral Pneumonia-266,Viral_Pneumonia,Viral Pneumonia-266_warped.png
Normal-9885,Normal,Normal-9885_warped.png
COVID-138,COVID,COVID-138_warped.png
Normal-9336,Normal,Normal-9336_warped.png
Normal-8149,Normal,Normal-8149_warped.png
COVID-2017,COVID,COVID-2017_warped.png
Viral Pneumonia-1046,Viral_Pneumonia,Viral Pneumonia-1046_warped.png
Viral Pneumonia-898,Viral_Pneumonia,Viral Pneumonia-898_warped.png
Normal-8163,Normal,Normal-8163_warped.png
Normal-6634,Normal,Normal-6634_warped.png
Normal-8448,Normal,Normal-8448_warped.png
Normal-9730,Normal,Normal-9730_warped.png
Normal-9169,Normal,Normal-9169_warped.png
Normal-6541,Normal,Normal-6541_warped.png
Viral Pneumonia-927,Viral_Pneumonia,Viral Pneumonia-927_warped.png
Normal-2189,Normal,Normal-2189_warped.png
COVID-2731,COVID,COVID-2731_warped.png
COVID-2187,COVID,COVID-2187_warped.png
COVID-1590,COVID,COVID-1590_warped.png
Normal-2191,Normal,Normal-2191_warped.png
COVID-441,COVID,COVID-441_warped.png
COVID-3306,COVID,COVID-3306_warped.png
Normal-402,Normal,Normal-402_warped.png
Viral Pneumonia-492,Viral_Pneumonia,Viral Pneumonia-492_warped.png
COVID-2342,COVID,COVID-2342_warped.png
Normal-8510,Normal,Normal-8510_warped.png
Viral Pneumonia-1174,Viral_Pneumonia,Viral Pneumonia-1174_warped.png
Normal-4113,Normal,Normal-4113_warped.png
Normal-5852,Normal,Normal-5852_warped.png
Viral Pneumonia-782,Viral_Pneumonia,Viral Pneumonia-782_warped.png
Normal-6119,Normal,Normal-6119_warped.png
COVID-2194,COVID,COVID-2194_warped.png
Normal-2210,Normal,Normal-2210_warped.png
Viral Pneumonia-1253,Viral_Pneumonia,Viral Pneumonia-1253_warped.png
Normal-7149,Normal,Normal-7149_warped.png
Normal-2681,Normal,Normal-2681_warped.png
Normal-7829,Normal,Normal-7829_warped.png
Normal-9316,Normal,Normal-9316_warped.png
COVID-3201,COVID,COVID-3201_warped.png
Normal-1773,Normal,Normal-1773_warped.png
Normal-2757,Normal,Normal-2757_warped.png
Normal-258,Normal,Normal-258_warped.png
COVID-2564,COVID,COVID-2564_warped.png
COVID-2408,COVID,COVID-2408_warped.png
Normal-8343,Normal,Normal-8343_warped.png
Normal-2400,Normal,Normal-2400_warped.png
Normal-8582,Normal,Normal-8582_warped.png
Normal-3905,Normal,Normal-3905_warped.png
Normal-9054,Normal,Normal-9054_warped.png
Normal-6542,Normal,Normal-6542_warped.png
Normal-3694,Normal,Normal-3694_warped.png
Normal-2672,Normal,Normal-2672_warped.png
COVID-2602,COVID,COVID-2602_warped.png
Viral Pneumonia-556,Viral_Pneumonia,Viral Pneumonia-556_warped.png
Normal-9782,Normal,Normal-9782_warped.png
Viral Pneumonia-703,Viral_Pneumonia,Viral Pneumonia-703_warped.png
Normal-8585,Normal,Normal-8585_warped.png
COVID-2762,COVID,COVID-2762_warped.png
COVID-743,COVID,COVID-743_warped.png
Viral Pneumonia-521,Viral_Pneumonia,Viral Pneumonia-521_warped.png
COVID-2559,COVID,COVID-2559_warped.png
Normal-2378,Normal,Normal-2378_warped.png
Normal-1314,Normal,Normal-1314_warped.png
Normal-5177,Normal,Normal-5177_warped.png
Normal-2130,Normal,Normal-2130_warped.png
Normal-7944,Normal,Normal-7944_warped.png
Viral Pneumonia-557,Viral_Pneumonia,Viral Pneumonia-557_warped.png
Normal-4404,Normal,Normal-4404_warped.png
COVID-2669,COVID,COVID-2669_warped.png
Normal-7817,Normal,Normal-7817_warped.png
Normal-1039,Normal,Normal-1039_warped.png
COVID-2351,COVID,COVID-2351_warped.png
Viral Pneumonia-605,Viral_Pneumonia,Viral Pneumonia-605_warped.png
Normal-8781,Normal,Normal-8781_warped.png
Normal-4986,Normal,Normal-4986_warped.png
Viral Pneumonia-423,Viral_Pneumonia,Viral Pneumonia-423_warped.png
Viral Pneumonia-1030,Viral_Pneumonia,Viral Pneumonia-1030_warped.png
Viral Pneumonia-484,Viral_Pneumonia,Viral Pneumonia-484_warped.png
Normal-6124,Normal,Normal-6124_warped.png
Normal-10115,Normal,Normal-10115_warped.png
Normal-6390,Normal,Normal-6390_warped.png
COVID-995,COVID,COVID-995_warped.png
Normal-3891,Normal,Normal-3891_warped.png
Normal-7439,Normal,Normal-7439_warped.png
Normal-7381,Normal,Normal-7381_warped.png
Normal-8247,Normal,Normal-8247_warped.png
Normal-1555,Normal,Normal-1555_warped.png
COVID-431,COVID,COVID-431_warped.png
COVID-820,COVID,COVID-820_warped.png
Normal-6478,Normal,Normal-6478_warped.png
Normal-5257,Normal,Normal-5257_warped.png
Normal-8484,Normal,Normal-8484_warped.png
Normal-5009,Normal,Normal-5009_warped.png
COVID-1722,COVID,COVID-1722_warped.png
Normal-4631,Normal,Normal-4631_warped.png
COVID-1884,COVID,COVID-1884_warped.png
COVID-2805,COVID,COVID-2805_warped.png
Normal-130,Normal,Normal-130_warped.png
Normal-8191,Normal,Normal-8191_warped.png
COVID-358,COVID,COVID-358_warped.png
Normal-2181,Normal,Normal-2181_warped.png
Normal-10027,Normal,Normal-10027_warped.png
COVID-2531,COVID,COVID-2531_warped.png
Normal-744,Normal,Normal-744_warped.png
COVID-633,COVID,COVID-633_warped.png
Normal-7719,Normal,Normal-7719_warped.png
Normal-8154,Normal,Normal-8154_warped.png
Normal-6586,Normal,Normal-6586_warped.png
COVID-2869,COVID,COVID-2869_warped.png
Normal-1004,Normal,Normal-1004_warped.png
Normal-9225,Normal,Normal-9225_warped.png
Viral Pneumonia-494,Viral_Pneumonia,Viral Pneumonia-494_warped.png
Normal-7915,Normal,Normal-7915_warped.png
Normal-5209,Normal,Normal-5209_warped.png
COVID-2790,COVID,COVID-2790_warped.png
Normal-4343,Normal,Normal-4343_warped.png
Viral Pneumonia-675,Viral_Pneumonia,Viral Pneumonia-675_warped.png
Normal-9218,Normal,Normal-9218_warped.png
COVID-3576,COVID,COVID-3576_warped.png
Normal-5871,Normal,Normal-5871_warped.png
Normal-3421,Normal,Normal-3421_warped.png
Normal-8924,Normal,Normal-8924_warped.png
COVID-1589,COVID,COVID-1589_warped.png
Viral Pneumonia-1301,Viral_Pneumonia,Viral Pneumonia-1301_warped.png
Viral Pneumonia-972,Viral_Pneumonia,Viral Pneumonia-972_warped.png
COVID-90,COVID,COVID-90_warped.png
COVID-2587,COVID,COVID-2587_warped.png
Normal-6733,Normal,Normal-6733_warped.png
COVID-1189,COVID,COVID-1189_warped.png
Normal-8809,Normal,Normal-8809_warped.png
Normal-8779,Normal,Normal-8779_warped.png
COVID-824,COVID,COVID-824_warped.png
Normal-5924,Normal,Normal-5924_warped.png
Normal-5639,Normal,Normal-5639_warped.png
Normal-2202,Normal,Normal-2202_warped.png
Normal-6528,Normal,Normal-6528_warped.png
Normal-9809,Normal,Normal-9809_warped.png
COVID-3071,COVID,COVID-3071_warped.png
COVID-2435,COVID,COVID-2435_warped.png
Normal-1064,Normal,Normal-1064_warped.png
Normal-8702,Normal,Normal-8702_warped.png
Normal-6656,Normal,Normal-6656_warped.png
COVID-1440,COVID,COVID-1440_warped.png
Normal-2891,Normal,Normal-2891_warped.png
Normal-6672,Normal,Normal-6672_warped.png
Viral Pneumonia-410,Viral_Pneumonia,Viral Pneumonia-410_warped.png
Normal-540,Normal,Normal-540_warped.png
Normal-3780,Normal,Normal-3780_warped.png
Viral Pneumonia-107,Viral_Pneumonia,Viral Pneumonia-107_warped.png
Viral Pneumonia-711,Viral_Pneumonia,Viral Pneumonia-711_warped.png
Normal-2760,Normal,Normal-2760_warped.png
COVID-2538,COVID,COVID-2538_warped.png
Normal-1599,Normal,Normal-1599_warped.png
COVID-893,COVID,COVID-893_warped.png
Normal-8339,Normal,Normal-8339_warped.png
Normal-1509,Normal,Normal-1509_warped.png
Normal-8858,Normal,Normal-8858_warped.png
Normal-4447,Normal,Normal-4447_warped.png
COVID-2895,COVID,COVID-2895_warped.png
COVID-524,COVID,COVID-524_warped.png
Normal-3844,Normal,Normal-3844_warped.png
